baths,type,lot_sqft,sqft,garage_2_or_more,community_security_features,farm,open_floor_plan,encoded_city,encoded_state,sold_price
3,7,-0.0325987058609516,0.3468957225964557,1,0,0,0,-0.5012461312252986,-0.4921605451412505,472500.0
1,4,-0.0346163451967835,-0.9288046383372104,0,1,0,0,-0.5012461312252986,-0.4921605451412505,68000.0
3,7,-0.0285631547194246,0.944133719288247,1,1,0,0,-0.5012461312252986,-0.4921605451412505,810000.0
2,6,-0.0327172302513752,-0.6899094396604939,0,0,0,0,-0.5012461312252986,-0.4921605451412505,194900.0
2,7,-0.0236971154353432,0.1748911795492198,0,0,0,0,-0.5012461312252986,-0.4921605451412505,278000.0
2,7,-0.0286819515797113,0.8676872557116977,0,0,0,0,-0.5012461312252986,-0.4921605451412505,236000.0
2,7,-0.0318864696389577,0.4214310245835912,1,0,0,1,-0.5012461312252986,-0.4921605451412505,415000.0
2,1,-0.0226287611023524,-0.503571184692655,0,0,0,0,-0.5012461312252986,-0.4921605451412505,112000.0
3,7,-0.0270201578850132,0.4395870596830217,1,0,0,0,-0.5012461312252986,-0.4921605451412505,559900.0
2,7,-0.0329545515020855,-0.4147021707849165,1,0,0,0,-0.5012461312252986,-0.4921605451412505,234900.0
2,1,-0.0259520760218855,-0.6402192383357369,0,0,0,0,-0.5012461312252986,-0.4921605451412505,50000.0
8,9,-0.0348536664474938,2.4921746067133697,0,0,0,0,-0.5012461312252986,-0.4921605451412505,425000.0
4,7,-0.0285631547194246,0.7988854384928032,1,1,0,1,-0.5012461312252986,-0.4921605451412505,875000.0
1,7,-0.0331921452226588,-0.6564641118457536,0,0,0,0,-1.1333932447748238,-1.1258072223401552,132500.0
2,7,-0.0325987058609516,-0.6669755005875291,0,0,0,0,-1.1333932447748238,-1.1258072223401552,108000.0
1,7,-0.0310557090265402,-0.624929945620427,0,0,0,0,-1.1333932447748238,-1.1258072223401552,140000.0
2,7,-0.0322543039540655,-1.6072670025790852,0,0,0,0,-1.1333932447748238,-1.1258072223401552,163000.0
1,7,-0.0342602270857866,-0.6516862078722193,0,0,0,0,-1.1333932447748238,-1.1258072223401552,26000.0
2,7,-0.0223914398516421,0.2599378702781308,0,0,1,0,-1.1333932447748238,-1.1258072223401552,300000.0
1,7,-0.0327172302513752,-0.8122237813829728,0,0,0,0,-1.1333932447748238,-1.1258072223401552,110000.0
3,7,-0.0328123222335771,-0.6373524959516162,0,0,0,0,-1.1333932447748238,-1.1258072223401552,175100.0
1,1,-0.0348536664474938,-1.6072670025790852,0,0,0,0,-1.1333932447748238,-1.1258072223401552,9900.0
2,7,-0.0315303515279608,-0.6899094396604939,0,0,1,0,-1.1333932447748238,-1.1258072223401552,204000.0
3,7,-0.0296315090524155,0.9059104874999724,0,0,0,0,-1.1333932447748238,-1.1258072223401552,310000.0
3,7,-0.0297500334428391,1.4544138636617134,0,0,1,0,-1.1333932447748238,-1.1258072223401552,315000.0
1,7,-0.0240529610764771,-0.6440415615145644,0,0,0,0,-1.1333932447748238,-1.1258072223401552,162450.0
3,7,-0.0306995909155432,-1.6072670025790852,0,0,0,0,-1.1333932447748238,-1.1258072223401552,159900.0
2,7,-0.0335479908637927,-0.3134106065459887,0,1,0,0,-1.1333932447748238,-1.1258072223401552,130000.0
2,7,-0.0325987058609516,0.2284037040528043,0,1,0,0,-1.1333932447748238,-1.1258072223401552,197000.0
1,7,-0.033524285985708,-1.0109845866820009,0,0,0,0,-1.1333932447748238,-1.1258072223401552,89900.0
2,7,-0.0335479908637927,-0.0362921760809975,0,0,0,0,-1.1333932447748238,-1.1258072223401552,148800.0
1,7,-0.0330733483623721,-0.867647467475971,0,0,0,0,-1.1333932447748238,-1.1258072223401552,75000.0
1,7,-0.0335479908637927,-0.83133539727711,0,0,0,0,-1.1333932447748238,-1.1258072223401552,62500.0
2,7,-0.0335956730898252,-0.2293194966117845,0,0,0,0,-1.1333932447748238,-1.1258072223401552,69000.0
1,7,-0.0334768762295385,-0.9765836780725538,0,0,0,0,-1.1333932447748238,-1.1258072223401552,79900.0
2,7,-0.0311742334169638,-0.2073411383335265,0,0,1,0,-1.1333932447748238,-1.1258072223401552,125000.0
1,7,-0.0265455153835927,0.1930472146486502,0,0,1,0,-1.1333932447748238,-1.1258072223401552,106900.0
3,7,-0.030106151553836,0.6995050358432893,0,1,0,0,-1.1333932447748238,-1.1258072223401552,330000.0
5,7,-0.0299873546935494,3.120946769630488,0,0,0,0,-1.1333932447748238,-1.1258072223401552,480000.0
2,7,-0.0325273187568344,0.6622373848497215,0,0,0,0,-1.1333932447748238,-1.1258072223401552,185000.0
1,7,-0.0335125697815971,-0.5790620674744974,0,0,0,0,-1.1333932447748238,-1.1258072223401552,135000.0
2,7,-0.0335956730898252,0.1271121398138765,0,1,0,0,-1.1333932447748238,-1.1258072223401552,138000.0
1,7,-0.0323611121403783,-0.3057659601883338,0,0,0,0,-1.1333932447748238,-1.1258072223401552,75000.0
2,7,-0.0320052664992444,-0.4577033065467255,0,0,0,0,-1.1333932447748238,-1.1258072223401552,100000.0
2,1,-0.0348536664474938,-1.6072670025790852,0,0,0,0,-1.1333932447748238,-1.1258072223401552,89900.0
1,7,-0.0328360271116619,-0.3334778032348329,0,0,0,0,-1.1333932447748238,-1.1258072223401552,145000.0
2,7,-0.0314118271375371,0.5427897855113633,0,0,0,0,-1.1333932447748238,-1.1258072223401552,245000.0
2,1,-0.0348536664474938,-1.6072670025790852,0,0,0,0,-1.1333932447748238,-1.1258072223401552,49900.0
2,7,-0.0323968056924369,0.137623528555652,0,0,0,0,-1.1333932447748238,-1.1258072223401552,225000.0
3,7,-0.0311742334169638,0.3478513033911625,0,0,0,0,-1.1333932447748238,-1.1258072223401552,237050.0
1,7,-0.0316491483882474,-0.3535449999236771,0,0,1,0,-1.1333932447748238,-1.1258072223401552,155000.0
3,7,-0.0328360271116619,-0.2054299767441128,0,1,0,0,-1.1333932447748238,-1.1258072223401552,167000.0
2,7,-0.0335479908637927,-0.3669231310495732,0,0,0,0,-1.1333932447748238,-1.1258072223401552,169400.0
2,7,-0.0348536664474938,-0.5561281284015327,0,0,0,0,-1.1333932447748238,-1.1258072223401552,95000.0
1,7,-0.0335005811076233,-0.7644447416476294,0,0,0,0,-1.1333932447748238,-1.1258072223401552,110000.0
2,7,-0.0327172302513752,-0.3841235853542968,0,0,0,0,-0.6093746223290184,-0.6156115897654246,161000.0
2,7,-0.0302249484141227,0.380341050411196,1,1,0,0,-0.6093746223290184,-0.6156115897654246,359500.0
2,7,-0.0318864696389577,0.1414458517344795,0,0,0,0,-0.6093746223290184,-0.6156115897654246,205000.0
2,7,-0.0316491483882474,-0.225497173432957,0,0,0,0,-0.6093746223290184,-0.6156115897654246,162000.0
5,7,0.0032452495620551,2.146254359029484,1,1,0,0,-0.6093746223290184,-0.6156115897654246,1170000.0
3,7,-0.032123790889668,-0.0468035648227731,1,0,0,0,-0.6093746223290184,-0.6156115897654246,225000.0
1,7,-0.0329545515020855,-0.8867590833701083,0,0,0,0,-0.6093746223290184,-0.6156115897654246,115000.0
2,7,-0.0316491483882474,0.47972145306071,0,0,0,0,-0.6093746223290184,-0.6156115897654246,63000.0
1,7,-0.0324799090006649,-0.5379720933021022,0,0,0,0,-0.6093746223290184,-0.6156115897654246,135000.0
2,7,-0.0322425877499546,-0.282832021115369,1,0,0,0,0.011688412111827,-0.6156115897654246,150000.0
2,7,-0.0327172302513752,0.5905688252467065,0,0,0,0,-0.6093746223290184,-0.6156115897654246,530000.0
0,10,-0.0333106696130824,-1.6072670025790852,0,0,0,0,-0.6093746223290184,-0.6156115897654246,76000.0
2,7,-0.031767672778671,0.0649993881579302,0,0,0,0,-0.6093746223290184,-0.6156115897654246,159900.0
4,7,-0.0329545515020855,1.951315876909284,0,1,0,0,-0.6093746223290184,-0.6156115897654246,980000.0
2,7,-0.031767672778671,-0.1299390939622704,1,0,0,0,-0.6093746223290184,-0.6156115897654246,259900.0
3,7,-0.0334294664733691,2.784582329893671,0,0,0,0,-0.6093746223290184,-0.6156115897654246,570000.0
3,7,-0.0299873546935494,1.1170938431301898,1,0,0,0,-0.6093746223290184,-0.6156115897654246,417000.0
3,7,-0.0324799090006649,0.6287920570349812,1,1,0,0,-0.6093746223290184,-0.6156115897654246,396500.0
3,7,-0.0348536664474938,0.4223866053782981,1,0,0,0,-0.6093746223290184,-0.6156115897654246,150000.0
2,7,-0.0323611121403783,0.3554959497488175,1,0,0,0,-0.6093746223290184,-0.6156115897654246,9000.0
2,7,-0.030462269664833,-0.1767625529029068,1,0,0,0,-0.6093746223290184,-0.6156115897654246,255000.0
1,7,-0.0329545515020855,-0.8045791350253179,0,0,0,0,-0.6093746223290184,-0.6156115897654246,63500.0
0,10,0.1107762984214862,-1.6072670025790852,0,0,0,0,-0.6093746223290184,-0.6156115897654246,453990.0
2,7,-0.0323611121403783,1.3397441682968894,1,1,0,0,-0.6093746223290184,-0.6156115897654246,455000.0
2,7,-0.0325987058609516,-0.0038024290609641,0,1,0,0,-0.6093746223290184,-0.6156115897654246,222000.0
2,7,-0.0331921452226588,-0.0296031105180495,0,0,0,0,-0.6093746223290184,-0.6156115897654246,379000.0
3,7,-0.0348536664474938,0.9345779113411784,1,0,0,0,-0.6093746223290184,-0.6156115897654246,190000.0
1,7,-0.0330733483623721,-0.781645195952353,0,0,0,0,-0.6093746223290184,-0.6156115897654246,48500.0
2,7,-0.0322425877499546,-0.0009356866768435,0,0,0,1,-0.6093746223290184,-0.6156115897654246,175000.0
0,10,-0.028444630329001,-1.6072670025790852,0,0,0,0,-0.6093746223290184,-0.6156115897654246,107500.0
2,7,-0.0320052664992444,-0.5484834820438778,0,0,0,0,-0.6093746223290184,-0.6156115897654246,103000.0
2,7,-0.0324799090006649,-0.0783377310480996,1,0,0,0,-0.6093746223290184,-0.6156115897654246,236500.0
2,7,-0.0324799090006649,0.0172203484225869,0,0,0,0,-0.6093746223290184,-0.6156115897654246,225000.0
2,6,-0.0348536664474938,-0.6000848449580485,0,0,0,0,-0.6093746223290184,-0.6156115897654246,100000.0
0,9,-0.0325987058609516,2.5437759696275406,0,0,0,0,-0.6093746223290184,-0.6156115897654246,325000.0
2,7,-0.0309369121662535,0.7405950100156845,0,0,0,0,-0.6093746223290184,-0.6156115897654246,258000.0
1,7,-0.0329545515020855,-0.2426976277376806,0,0,0,0,-0.6093746223290184,-0.6156115897654246,39900.0
2,7,-0.0330733483623721,-0.6526417886669261,0,0,0,0,-0.6093746223290184,-0.6156115897654246,75000.0
4,7,0.0011088133659365,1.7649776219414448,1,1,0,0,-0.6093746223290184,-0.6156115897654246,615000.0
3,7,-0.032123790889668,0.8476200590228534,1,0,0,0,-0.6093746223290184,-0.6156115897654246,388000.0
5,7,-0.0331921452226588,1.5595277510794687,1,0,0,0,-0.6093746223290184,-0.6156115897654246,1150000.0
2,7,-0.0328360271116619,-0.2847431827047827,0,0,0,0,-0.6093746223290184,-0.6156115897654246,305000.0
1,4,-0.0345449580926663,-0.5456167396597571,0,1,0,0,0.0167813828736293,0.5361112834771288,287000.0
3,7,-0.0333106696130824,0.6861269047173931,1,1,0,0,0.5317430261189682,0.5361112834771288,330000.0
0,10,-0.017145305108616,-1.6072670025790852,0,0,0,0,0.5317430261189682,0.5361112834771288,270000.0
1,4,-0.0336667877240794,-0.8504470131712474,0,1,0,0,0.5317430261189682,0.5361112834771288,154000.0
2,4,-0.0345689354406141,-0.5953069409845142,0,1,0,0,0.5317430261189682,0.5361112834771288,350000.0
3,6,-0.0342602270857866,-0.1672067449558382,0,1,0,0,0.5317430261189682,0.5361112834771288,225900.0
2,7,-0.0334057615952844,-0.2952545714465582,0,0,1,0,0.5317430261189682,0.5361112834771288,188000.0
2,7,-0.0312930302772505,0.3478513033911625,0,1,0,0,0.5317430261189682,0.5361112834771288,642500.0
2,7,-0.0320763811334985,-0.2235860118435433,0,0,0,0,0.0129217165974268,0.5361112834771288,325000.0
5,7,-0.0322425877499546,3.673272468971056,1,0,0,1,0.5317430261189682,0.5361112834771288,620000.0
1,4,-0.0346899120598051,-1.0520745608543962,0,1,0,0,0.5317430261189682,0.5361112834771288,247400.0
1,7,-0.0315777612841302,-0.7281326714487686,0,0,0,0,0.5317430261189682,0.5361112834771288,135000.0
4,6,-0.0345806516447249,0.4376758980936079,1,1,0,0,0.0167813828736293,0.5361112834771288,585000.0
3,4,-0.0344822900241665,-0.30385479859892,1,1,0,0,0.5317430261189682,0.5361112834771288,230000.0
1,4,-0.0346400500748683,-0.8561804979394886,0,1,1,0,0.5317430261189682,0.5361112834771288,220000.0
5,7,-0.0146767281494482,2.7587816484365852,1,1,0,0,0.5317430261189682,0.5361112834771288,1915000.0
3,6,-0.0344975483364969,-0.1461839674722871,0,1,0,0,0.5317430261189682,0.5361112834771288,200000.0
5,7,-0.0294890073140441,3.6149820404939375,1,0,0,0,0.0167813828736293,0.5361112834771288,1375000.0
4,6,-0.0344975483364969,-1.6072670025790852,1,1,0,0,0.0167813828736293,0.5361112834771288,710000.0
2,7,-0.0328834368678313,-0.3650119694601594,0,0,0,0,0.5317430261189682,0.5361112834771288,200000.0
5,7,-0.0312930302772505,3.8414546888394647,1,1,0,1,0.5317430261189682,0.5361112834771288,1410000.0
2,4,-0.0348536664474938,-0.3506782575395565,1,1,0,0,0.5317430261189682,0.5361112834771288,670000.0
4,6,-0.0344975483364969,1.0110243749177277,1,1,0,0,0.0167813828736293,0.5361112834771288,710000.0
4,6,-0.0345474103214337,0.4682544835242276,1,1,0,0,0.5317430261189682,0.5361112834771288,530000.0
2,4,-0.0345997245351379,-0.4070575244272615,0,1,0,0,0.5317430261189682,0.5361112834771288,210000.0
0,9,-0.0317878355485362,-1.6072670025790852,0,0,0,0,0.5317430261189682,0.5361112834771288,410000.0
3,7,-0.030106151553836,-1.6072670025790852,0,1,0,0,0.5317430261189682,0.5361112834771288,565000.0
3,4,-0.0341534188994738,0.8476200590228534,1,1,0,0,0.5317430261189682,0.5361112834771288,2600000.0
3,6,-0.0342602270857866,-0.30385479859892,0,0,0,0,0.5317430261189682,0.5361112834771288,240000.0
3,4,-0.0343907401501841,0.0172203484225869,1,1,0,0,0.5317430261189682,0.5361112834771288,705000.0
3,4,-0.0341654075734477,0.8523979629963878,0,1,0,1,0.5317430261189682,0.5361112834771288,1400000.0
1,7,-0.0336667877240794,-0.5695062595274288,0,1,0,0,0.5317430261189682,0.5361112834771288,420000.0
2,4,-0.0324205105705216,-0.3048103793936269,1,1,0,1,0.5317430261189682,0.5361112834771288,390000.0
3,7,-0.0348536664474938,0.0114868636543457,0,0,0,1,0.5317430261189682,0.5361112834771288,340000.0
3,6,-0.0344975483364969,-0.0783377310480996,0,1,0,1,0.5317430261189682,0.5361112834771288,250000.0
1,7,-0.0321951779937852,-0.7128433787334587,0,0,0,0,0.5317430261189682,0.5361112834771288,89500.0
3,4,-0.0339801280665786,1.456325025251127,0,1,0,0,0.5317430261189682,0.5361112834771288,1180000.0
3,6,-0.0343313417200408,0.2083365073639601,0,1,0,0,0.5317430261189682,0.5361112834771288,525000.0
2,7,-0.0324466676773737,0.1596018868339099,0,0,0,0,0.5317430261189682,0.5361112834771288,467500.0
1,4,-0.0345806516447249,-0.8045791350253179,0,1,0,0,0.5317430261189682,0.5361112834771288,305000.0
3,6,-0.0345593989954076,-0.3000324754200926,0,1,0,0,0.5317430261189682,0.5361112834771288,226000.0
5,7,-0.0279697153577174,2.0153397901546435,1,1,1,0,0.5317430261189682,0.5361112834771288,988750.0
1,7,-0.0335719682117405,2.8877850557220124,0,0,0,0,-0.6804017036708362,-0.6863101894645225,127000.0
1,7,-0.0330733483623721,-0.653597369461633,1,0,0,0,-0.6804017036708362,-0.6863101894645225,231650.0
2,4,-0.0329545515020855,-0.3650119694601594,1,0,0,0,-0.6804017036708362,-0.6863101894645225,140000.0
2,7,-0.0328360271116619,0.2331816080263386,1,0,1,0,-0.6804017036708362,-0.6863101894645225,269000.0
3,7,-0.0306995909155432,0.5886576636572928,1,0,0,0,-0.6804017036708362,-0.6863101894645225,315000.0
2,7,-0.0279697153577174,0.6631929656444283,1,1,0,0,-0.6804017036708362,-0.6863101894645225,385000.0
2,4,-0.0341414302254999,-0.7128433787334587,0,0,0,0,-0.6804017036708362,-0.6863101894645225,161500.0
3,7,-0.0318864696389577,1.4888147722711604,1,0,0,0,-0.6804017036708362,-0.6863101894645225,310000.0
3,7,-0.0322425877499546,0.2073809265692532,1,0,0,0,-0.6804017036708362,-0.6863101894645225,220000.0
1,7,-0.0329545515020855,-0.3076771217777475,1,0,0,0,-0.6804017036708362,-0.6863101894645225,75000.0
2,7,-0.0329545515020855,-0.2168969462805952,1,0,0,0,-0.6804017036708362,-0.6863101894645225,220000.0
4,7,-0.0318864696389577,0.8275528623340093,1,0,0,0,-0.6804017036708362,-0.6863101894645225,330000.0
3,7,-0.0312930302772505,0.872465159685232,1,0,0,0,-0.6804017036708362,-0.6863101894645225,325000.0
1,4,-0.0348536664474938,-0.6402192383357369,0,0,0,0,-0.6804017036708362,-0.6863101894645225,69000.0
3,7,-0.031767672778671,0.5389674623325358,1,0,0,0,-0.6804017036708362,-0.6863101894645225,281000.0
2,7,-0.0328360271116619,-0.546572320454464,0,0,0,0,-0.6804017036708362,-0.6863101894645225,85000.0
1,7,-0.0335719682117405,-0.5838399714480318,0,0,0,0,-0.6804017036708362,-0.6863101894645225,100000.0
1,7,-0.0315303515279608,0.1338012053768245,0,0,0,0,-0.6804017036708362,-0.6863101894645225,261000.0
3,4,-0.0348536664474938,0.4176087014047637,1,0,0,0,-0.6804017036708362,-0.6863101894645225,323000.0
1,7,-0.0335479908637927,-0.8189128469459208,0,0,0,0,-0.6804017036708362,-0.6863101894645225,92500.0
1,7,-0.0330733483623721,-0.6803536317134252,0,0,0,0,-0.6804017036708362,-0.6863101894645225,160000.0
4,7,-0.0305807940552566,0.744417333194512,1,0,0,0,-0.6804017036708362,-0.6863101894645225,421000.0
3,7,-0.0312930302772505,1.21456308419029,1,0,0,0,-0.6804017036708362,-0.6863101894645225,360000.0
1,7,-0.0324123364746303,-0.3745677774072281,1,0,0,0,-0.6804017036708362,-0.6863101894645225,280000.0
2,7,-0.0306995909155432,-0.275187374757714,1,0,1,0,-0.6804017036708362,-0.6863101894645225,218829.0
2,7,-0.0342602270857866,-0.190140684028803,0,0,0,0,-0.6804017036708362,-0.6863101894645225,143500.0
1,7,-0.0330733483623721,-0.6096406529051172,0,0,0,0,-0.6804017036708362,-0.6863101894645225,165900.0
4,7,-0.0328123222335771,1.0119799557124345,1,0,0,0,-0.6804017036708362,-0.6863101894645225,530000.0
1,7,-0.0327172302513752,-0.6927761820446146,0,0,0,0,0.0116531941476591,-0.6863101894645225,145000.0
2,7,-0.0327172302513752,-0.1165609628363743,1,1,0,1,-0.6804017036708362,-0.6863101894645225,236000.0
0,7,-0.0348536664474938,-1.6072670025790852,0,0,0,0,-0.6804017036708362,-0.6863101894645225,162000.0
3,7,-0.0309369121662535,-0.1547841946246489,1,0,0,0,-0.6804017036708362,-0.6863101894645225,265000.0
1,7,-0.0324799090006649,-0.3631008078707457,0,0,0,0,-0.6804017036708362,-0.6863101894645225,158000.0
2,4,-0.0348536664474938,-0.0878935389951683,1,0,0,0,-0.6804017036708362,-0.6863101894645225,240000.0
1,7,-0.0339041089747896,-0.6153741376733584,0,0,0,0,-0.6804017036708362,-0.6863101894645225,322000.0
2,7,-0.0327172302513752,-0.1949185880023373,1,0,0,0,-0.6804017036708362,-0.6863101894645225,235000.0
0,7,-0.0348536664474938,-1.6072670025790852,0,0,0,0,-0.6804017036708362,-0.6863101894645225,294988.0
3,7,-0.0342602270857866,-0.4051463628378478,0,0,0,0,-0.6804017036708362,-0.6863101894645225,300000.0
2,7,-0.0322425877499546,0.4567875139877452,0,0,0,0,-0.6804017036708362,-0.6863101894645225,330000.0
0,7,-0.0348536664474938,-1.6072670025790852,0,0,0,0,-0.6804017036708362,-0.6863101894645225,349990.0
2,7,-0.0308183877758299,0.1624686292180305,1,0,0,0,-0.6804017036708362,-0.6863101894645225,140000.0
1,7,-0.033085337036346,-0.7644447416476294,0,0,0,0,-0.1418994350898607,-0.1013762853771437,191000.0
2,7,-0.032824038437688,-0.2713650515788866,0,0,1,0,-0.1418994350898607,-0.1013762853771437,262500.0
2,7,-0.0335019434569385,-0.2637204052212317,0,0,0,0,-0.1418994350898607,-0.1013762853771437,263000.0
1,7,-0.0332275663048544,-0.0783377310480996,1,0,0,0,-0.1418994350898607,-0.1013762853771437,323000.0
2,7,-0.0328714481938574,-0.0190917217762739,1,0,0,0,-0.1418994350898607,-0.1013762853771437,224325.0
1,7,-0.0336038471857165,-0.3086327025724544,0,0,0,0,-0.1418994350898607,-0.1013762853771437,195000.0
3,7,-0.0336547990501055,0.0411098682902585,0,0,0,1,-0.1418994350898607,-0.1013762853771437,222000.0
4,7,-0.0334531713514538,0.7453729139892188,1,0,0,0,-0.1418994350898607,-0.1013762853771437,719000.0
4,7,-0.0272694678096974,1.5461496199535725,1,0,0,0,0.015388285819231,-0.1013762853771437,675000.0
3,7,-0.0319101745170424,1.5480607815429863,1,0,0,0,-0.1418994350898607,-0.1013762853771437,733900.0
2,7,-0.030367177682631,-0.1480951290617009,0,0,0,0,-0.1418994350898607,-0.1013762853771437,320000.0
1,7,-0.0340940204693305,-0.1576509370087695,0,0,0,0,-0.1418994350898607,-0.1013762853771437,200791.0
2,7,-0.0327529238034338,0.9240665225994028,1,0,0,0,-0.1418994350898607,-0.1013762853771437,545000.0
1,7,-0.0333937729213105,-0.3191440913142299,1,0,0,0,-0.1418994350898607,-0.1013762853771437,203000.0
1,7,-0.0340021981254851,-0.9536497389995888,0,0,0,0,-0.1418994350898607,-0.1013762853771437,60000.0
2,7,-0.0305807940552566,0.2752271629934407,1,0,0,0,-0.1418994350898607,-0.1013762853771437,315000.0
5,7,-0.0288004759701349,4.626942102088509,1,1,0,0,-0.1418994350898607,-0.1013762853771437,1795000.0
2,7,-0.0333700680432258,0.0678661305420508,1,0,0,0,-0.1418994350898607,-0.1013762853771437,203000.0
3,6,-0.0346163451967835,-0.489237472772052,1,0,0,1,-0.1418994350898607,-0.1013762853771437,210000.0
3,7,-0.0327646400075447,1.115182681540776,1,0,0,1,-0.1418994350898607,-0.1013762853771437,858000.0
2,7,-0.0317439679005863,0.4204754437888843,1,0,0,0,-0.1418994350898607,-0.1013762853771437,630000.0
2,7,-0.0334768762295385,-0.040114499259825,0,0,0,0,-0.1418994350898607,-0.1013762853771437,248000.0
2,9,-0.0333937729213105,1.8137122424714949,1,0,0,0,-0.1418994350898607,-0.1013762853771437,485000.0
1,6,-0.0346280614008944,-0.6707978237663565,0,0,0,0,-0.1418994350898607,-0.1013762853771437,144000.0
2,7,-0.0327409351294599,-0.1805848760817343,1,0,0,0,-0.1418994350898607,-0.1013762853771437,307000.0
1,7,-0.0335479908637927,-0.6134629760839446,0,0,0,0,-0.1418994350898607,-0.1013762853771437,239000.0
2,9,-0.032563012308893,0.1548239828603756,0,0,0,0,-0.1418994350898607,-0.1013762853771437,260000.0
2,7,-0.0332989534089716,-0.5245939621762061,0,0,0,0,-0.1418994350898607,-0.1013762853771437,226500.0
3,7,-0.0331801565486849,0.5771906941208104,1,0,0,0,-0.1418994350898607,-0.1013762853771437,675000.0
2,7,-0.0336547990501055,-0.9192488303901416,0,0,0,1,-0.1418994350898607,-0.1013762853771437,224900.0
2,7,-0.0334531713514538,-1.0616303688014648,0,0,0,0,-0.1418994350898607,-0.1013762853771437,170000.0
0,10,-0.0334174777993952,-1.6072670025790852,0,0,0,0,-0.1418994350898607,-0.1013762853771437,30000.0
1,7,-0.0337735959103921,-0.8542693363500748,0,0,0,0,-0.1418994350898607,-0.1013762853771437,220000.0
1,7,-0.033346363165141,-0.4013240396590203,0,0,0,0,-0.1418994350898607,-0.1013762853771437,207000.0
2,7,-0.0334768762295385,-0.2188081078700089,1,0,0,0,-0.1418994350898607,-0.1013762853771437,325000.0
1,7,-0.0331327467925155,-0.781645195952353,0,0,0,0,-0.1418994350898607,-0.1013762853771437,221500.0
3,9,-0.0335479908637927,0.5685904669684486,0,0,0,0,-0.1418994350898607,-0.1013762853771437,389900.0
2,9,-0.0335125697815971,-0.4366805290631744,0,0,0,0,-0.1418994350898607,-0.1013762853771437,247900.0
2,7,-0.032123790889668,0.2350927696157523,1,0,0,0,0.0135912156611763,-0.1013762853771437,420000.0
3,7,-0.0316491483882474,0.4491428676300903,1,0,0,0,0.0134009353062414,-0.1013762853771437,393000.0
1,7,-0.0334174777993952,-0.6593308542298741,0,0,0,0,-0.1418994350898607,-0.1013762853771437,250000.0
4,7,-0.0331801565486849,0.8695984173011114,1,0,0,0,-0.1418994350898607,-0.1013762853771437,705000.0
2,4,-0.0344122652693645,-0.0592261151539623,0,0,0,0,3.798864391984925,3.8181505932275424,760000.0
3,9,-0.0338727749405397,1.2709423510779951,0,0,0,0,3.798864391984925,3.8181505932275424,1220000.0
3,9,-0.0334430899665212,0.8867988716058349,0,0,0,0,3.798864391984925,3.8181505932275424,740000.0
1,4,-0.0348536664474938,-0.97467251648314,0,1,0,0,3.798864391984925,3.8181505932275424,558000.0
3,4,-0.0348536664474938,-0.1347169979358047,1,1,0,0,3.798864391984925,3.8181505932275424,2125000.0
1,4,-0.0347256056118637,-1.1581440290668583,0,0,0,0,3.798864391984925,3.8181505932275424,335000.0
1,4,-0.0344457790625187,-0.1767625529029068,1,1,0,0,3.798864391984925,3.8181505932275424,1159000.0
2,4,-0.0348536664474938,-0.2216748502541295,0,0,0,0,3.798864391984925,3.8181505932275424,1560000.0
2,4,-0.0348536664474938,-0.6373524959516162,0,0,0,1,3.798864391984925,3.8181505932275424,637500.0
3,4,-0.03430082509538,0.3316064298811458,0,1,0,1,3.798864391984925,3.8181505932275424,1925000.0
1,4,-0.0346792857351464,-0.9928285515825704,0,1,0,0,3.798864391984925,3.8181505932275424,610000.0
3,9,-0.0330553653514113,1.2594753815415127,0,0,0,0,3.798864391984925,3.8181505932275424,825000.0
3,9,-0.0336166532692795,1.8337794391603393,0,0,0,0,3.798864391984925,3.8181505932275424,891000.0
1,4,-0.0331379237199133,-1.1046315045632735,0,0,0,0,3.798864391984925,3.8181505932275424,360000.0
1,7,-0.0341986488967389,-0.6019960065474622,0,0,0,0,3.798864391984925,3.8181505932275424,400000.0
1,4,-0.0348536664474938,-0.7663559032370432,0,1,0,0,3.798864391984925,3.8181505932275424,910000.0
0,4,-0.0348536664474938,-1.6072670025790852,0,0,0,0,3.798864391984925,3.8181505932275424,40000.0
6,9,-0.0332215719678674,3.6216711060568856,0,0,0,0,3.798864391984925,3.8181505932275424,2350000.0
1,7,-0.0320052664992444,-0.6526417886669261,0,0,1,1,3.798864391984925,3.8181505932275424,621000.0
2,4,-0.0348536664474938,0.0153091868331731,0,0,0,0,3.798864391984925,3.8181505932275424,1437500.0
2,4,-0.0345452305625294,-0.5255495429709129,0,1,0,0,3.798864391984925,3.8181505932275424,1100000.0
1,4,-0.0348536664474938,-0.8026679734359041,0,1,0,0,3.798864391984925,3.8181505932275424,1279000.0
2,9,-0.0325104256253257,0.7778626610092523,1,0,0,0,3.798864391984925,3.8181505932275424,1000000.0
2,7,-0.0339817628857569,0.1223342358403421,0,0,0,0,3.798864391984925,3.8181505932275424,589000.0
1,4,-0.0348536664474938,-0.8514025939659543,0,0,0,0,3.798864391984925,3.8181505932275424,420000.0
1,4,-0.0322425877499546,-0.5991292641633417,0,0,0,0,3.798864391984925,3.8181505932275424,550000.0
1,4,-0.0348536664474938,-0.7644447416476294,0,0,0,0,3.798864391984925,3.8181505932275424,490000.0
3,7,-0.0333346469610302,1.2250744729320655,0,0,0,0,3.798864391984925,3.8181505932275424,670000.0
