year_built,garage,stories,beds,baths,type,lot_sqft,sqft,sold_price,city,state,tags,total_sqft,building_ratio
1968,2,1,3,2,single_family,6970.0,1269.0,188000.0,Oklahoma City,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'fenced_yard', 'outbuilding']",8239.0,0.18206599713055954
2014,3,2,4,4,single_family,14375.0,3825.0,632500.0,Oklahoma City,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'hardwood_floors', 'laundry_room', 'swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'modern_kitchen', 'large_kitchen', 'big_yard', 'storm_shelter', 'big_lot', 'water_view', 'new_roof', 'lake', 'groundscare']",18200.0,0.26608695652173914
1981,2,2,2,3,condos,0.0,1518.0,162500.0,Oklahoma City,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'floor_plan', 'ensuite', 'private_courtyard', 'security', 'shopping']",1518.0,0.3272722368594926
1995,3,1,4,3,single_family,10799.0,2535.0,362000.0,Edmond,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'fireplace', 'hardwood_floors', 'laundry_room', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'community_swimming_pool', 'modern_kitchen', 'open_kitchen', 'beautiful_backyard', 'open_floor_plan', 'floor_plan', 'shopping']",13334.0,0.23474395777386795
1965,2,2,4,2,single_family,7200.0,2156.0,210000.0,Oklahoma City,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'fireplace', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'fenced_yard', 'master_bedroom', 'rental_property', 'new_roof', 'shopping']",9356.0,0.29944444444444446
1992,2,1,4,4,single_family,40511.0,2985.0,510000.0,Edmond,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'storm_shelter', 'big_lot', 'handicap_access', 'views']",43496.0,0.07368369084939892
2023,3,2,4,4,single_family,21850.0,2555.0,442015.0,Yukon,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'energy_efficient', 'fireplace', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'big_lot', 'views']",24405.0,0.11693363844393592
1979,2,1,3,2,single_family,8377.0,1645.0,230000.0,Oklahoma City,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'fireplace', 'laundry_room', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'fenced_yard', 'shopping']",10022.0,0.19637101587680553
2005,1,1,2,2,single_family,5001.0,952.0,165000.0,Oklahoma City,Oklahoma,"['central_air', 'central_heat', 'single_story', 'garage_1_or_more', 'open_floor_plan', 'floor_plan', 'no_hoa']",5953.0,0.1903619276144771
2017,3,1,3,2,single_family,8398.0,2008.0,320000.0,Mustang,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'energy_efficient', 'fireplace', 'laundry_room', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'coffer_ceiling']",10406.0,0.23910454870207193
1928,2,2,4,2,single_family,8159.0,2018.0,327500.0,Oklahoma City,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'hardwood_floors', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'private_backyard', 'high_ceiling', 'rental_property']",10177.0,0.24733423213629122
1984,2,1,3,2,single_family,6970.0,1318.0,220000.0,Oklahoma City,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'shopping']",8288.0,0.1890961262553802
2013,4,2,3,3,single_family,305264.0,3001.0,810000.0,Edmond,Oklahoma,"['central_heat', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'lake_view', 'recreation_facilities', 'spa_or_hot_tub', 'water_view', 'swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'basement', 'updated_kitchen', 'storm_shelter', 'front_porch', 'wrap_around_porch', 'solar_system', 'big_lot', 'pond', 'shopping']",308265.0,0.009830834949420829
2008,4,1,4,5,single_family,28288.0,4398.0,1299000.0,Edmond,Oklahoma,"['community_outdoor_space', 'community_security_features', 'corner_lot', 'cul_de_sac', 'fireplace', 'laundry_room', 'swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'vaulted_ceiling', 'master_suite', 'ensuite', 'farm']",32686.0,0.1554722850678733
1956,1,1,3,1,single_family,7841.0,858.0,106000.0,Midwest City,Oklahoma,"['community_outdoor_space', 'dishwasher', 'washer_dryer', 'single_story', 'garage_1_or_more', 'groundscare']",8699.0,0.10942481826297666
1976,2,2,3,3,single_family,9727.0,1921.0,238000.0,Oklahoma City,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'fireplace', 'laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'floor_plan', 'new_roof']",11648.0,0.19749151845378843
2001,2,1,3,2,single_family,3598.0,1392.0,209000.0,Oklahoma City,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'laundry_room', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'granite_kitchen', 'modern_kitchen', 'large_kitchen', 'shopping']",4990.0,0.386881600889383
2023,3,1,3,3,single_family,10019.0,2147.0,434500.0,Oklahoma City,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'energy_efficient', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'ensuite']",12166.0,0.21429284359716538
1950,1,1,2,1,single_family,6203.0,919.0,177500.0,Oklahoma City,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'single_story', 'garage_1_or_more', 'fenced_yard', 'rental_property']",7122.0,0.14815411897468966
2016,2,1,4,2,single_family,8202.0,2165.0,410000.0,Oklahoma City,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'cul_de_sac', 'dishwasher', 'fireplace', 'laundry_room', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'gated_community', 'water_view', 'security']",10367.0,0.2639600097537186
2011,3,1,3,2,single_family,7841.0,1946.0,298800.0,Oklahoma City,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'energy_efficient', 'fireplace', 'laundry_room', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'master_bedroom', 'storm_shelter', 'open_floor_plan', 'floor_plan', 'efficient', 'ensuite', 'park']",9787.0,0.2481826297666114
1956,0,0,0,0,land,273992.0,0.0,102000.0,Spencer,Oklahoma,['big_lot'],273992.0,0.0
2003,3,1,3,2,single_family,10890.0,2167.0,272500.0,Oklahoma City,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'cul_de_sac', 'dishwasher', 'energy_efficient', 'fireplace', 'hardwood_floors', 'laundry_room', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more']",13057.0,0.198989898989899
1956,0,0,0,0,land,43560.0,0.0,147500.0,Edmond,Oklahoma,"['cul_de_sac', 'no_hoa', 'big_lot', 'hoa']",43560.0,0.0
2016,2,1,3,2,single_family,6094.0,1729.0,267500.0,Edmond,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'fireplace', 'laundry_room', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'open_floor_plan', 'floor_plan', 'master_suite', 'ensuite']",7823.0,0.2837216934689859
1968,2,1,3,3,single_family,8185.0,1629.0,200000.0,Oklahoma City,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'storm_shelter', 'maintenance']",9814.0,0.1990226023213195
1952,1,1,2,1,single_family,7614.0,924.0,163000.0,Oklahoma City,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'single_story', 'garage_1_or_more', 'front_porch', 'fixer_upper']",8538.0,0.12135539795114263
1948,1,1,2,1,single_family,8350.0,916.0,172500.0,Oklahoma City,Oklahoma,"['central_air', 'central_heat', 'dishwasher', 'hardwood_floors', 'single_story', 'garage_1_or_more', 'updated_kitchen', 'big_yard', 'farm', 'ranch', 'new_roof']",9266.0,0.10970059880239522
2023,3,1,4,3,single_family,9239.0,2075.0,380000.0,Yukon,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'energy_efficient', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'master_bedroom', 'storm_shelter']",11314.0,0.22459140599631994
2023,2,1,3,2,single_family,0.0,1295.0,280000.0,Oklahoma City,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'energy_efficient', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'floor_plan', 'big_lot', 'pond', 'playground', 'trails']",1295.0,0.3272722368594926
1961,2,1,3,1,single_family,8777.0,1016.0,147000.0,Oklahoma City,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'laundry_room', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'fenced_yard', 'shopping']",9793.0,0.11575709240059245
2002,3,1,3,2,single_family,10350.0,2427.0,339000.0,Edmond,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'laundry_room', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'modern_kitchen', 'large_kitchen', 'open_kitchen', 'big_bathroom', 'floor_plan', 'library']",12777.0,0.23449275362318842
1977,2,2,3,4,single_family,6050.0,3535.0,360000.0,Oklahoma City,Oklahoma,"['central_air', 'central_heat', 'community_outdoor_space', 'cul_de_sac', 'dishwasher', 'fireplace', 'laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'community_swimming_pool', 'granite_kitchen', 'updated_kitchen', 'ensuite', 'smart_homes', 'park', 'greenbelt']",9585.0,0.584297520661157
1961,0,1,3,2,single_family,14375.0,1180.0,290000.0,Raleigh,North Carolina,"['central_air', 'city_view', 'community_outdoor_space', 'forced_air', 'hardwood_floors', 'laundry_room', 'view', 'single_story', 'farm', 'ranch', 'maintenance']",15555.0,0.08208695652173913
1995,1,1,3,2,single_family,11761.0,1323.0,333500.0,Raleigh,North Carolina,"['central_air', 'city_view', 'community_outdoor_space', 'family_room', 'fireplace', 'forced_air', 'laundry_room', 'view', 'single_story', 'garage_1_or_more', 'modern_kitchen', 'kitchen_island', 'large_kitchen', 'cathedral_ceiling', 'farm', 'ranch', 'shopping']",13084.0,0.11249043448686336
1985,0,2,2,3,townhomes,1742.0,1526.0,311500.0,Raleigh,North Carolina,"['central_air', 'city_view', 'community_outdoor_space', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'community_swimming_pool', 'two_or_more_stories']",3268.0,0.8760045924225028
1986,1,2,3,3,single_family,10454.0,1697.0,272500.0,Raleigh,North Carolina,"['central_air', 'city_view', 'dining_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'view', 'two_or_more_stories', 'garage_1_or_more', 'rental_property', 'investment_opportunity', 'fixer_upper']",12151.0,0.1623302085326191
1915,0,2,6,5,single_family,8712.0,4179.0,905000.0,Raleigh,North Carolina,"['central_air', 'city_view', 'community_outdoor_space', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'view', 'basement', 'two_or_more_stories', 'high_ceiling', 'guest_house', 'rental_property', 'shopping']",12891.0,0.4796831955922865
2004,2,2,3,3,single_family,3920.0,1531.0,315000.0,Raleigh,North Carolina,"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'open_floor_plan', 'floor_plan', 'investment_opportunity']",5451.0,0.3905612244897959
1979,0,1,3,2,single_family,21344.0,1071.0,205000.0,Raleigh,North Carolina,"['carport', 'central_air', 'fireplace', 'forced_air', 'single_story', 'investment_opportunity']",22415.0,0.050178035982009
1998,2,2,3,3,single_family,50094.0,2857.0,700000.0,Raleigh,North Carolina,"['central_air', 'city_view', 'community_outdoor_space', 'cul_de_sac', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'view', 'swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'large_kitchen', 'open_floor_plan', 'floor_plan', 'shopping', 'fixer_upper']",52951.0,0.057032778376651896
1981,2,1,3,2,single_family,125453.0,1502.0,500000.0,Raleigh,North Carolina,"['central_air', 'community_outdoor_space', 'dishwasher', 'family_room', 'fireplace', 'laundry_room', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_lot', 'farm', 'ranch', 'shopping']",126955.0,0.011972611256805337
1999,2,2,3,3,single_family,32234.0,2333.0,509000.0,Raleigh,North Carolina,"['carport', 'central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'large_kitchen', 'high_ceiling', 'master_bedroom', 'big_lot', 'new_roof']",34567.0,0.07237699323695476
1995,3,2,4,6,single_family,174240.0,7576.0,1660000.0,Raleigh,North Carolina,"['carport', 'community_outdoor_space', 'community_tennis_court', 'corner_lot', 'den_or_office', 'fireplace', 'forced_air', 'hardwood_floors', 'recreation_facilities', 'tennis_court', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'big_lot']",181816.0,0.043480257116620756
2005,2,2,4,3,single_family,6534.0,3115.0,707500.0,Raleigh,North Carolina,"['central_air', 'city_view', 'community_clubhouse', 'community_outdoor_space', 'community_security_features', 'community_tennis_court', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'washer_dryer', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'floor_plan', 'screen_porch', 'park', 'playground', 'tennis', 'trails']",9649.0,0.47673706764615853
2003,4,2,6,9,single_family,101930.0,11218.0,3200000.0,Raleigh,North Carolina,"['central_air', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'wooded_land', 'master_suite', 'large_porch', 'big_lot', 'farm', 'views', 'lake']",113148.0,0.11005592072991269
1995,0,2,2,3,townhomes,4356.0,1230.0,246500.0,Raleigh,North Carolina,"['central_air', 'city_view', 'community_clubhouse', 'community_golf', 'community_outdoor_space', 'community_tennis_court', 'fireplace', 'golf_course_lot_or_frontage', 'hardwood_floors', 'recreation_facilities', 'tennis_court', 'view', 'community_swimming_pool', 'two_or_more_stories', 'modern_kitchen', 'large_kitchen', 'front_porch', 'golf_course', 'tennis', 'trails', 'lake', 'maintenance']",5586.0,0.28236914600550966
2007,1,2,3,3,townhomes,1742.0,1507.0,280000.0,Raleigh,North Carolina,"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'view', 'two_or_more_stories', 'garage_1_or_more', 'cathedral_ceiling', 'shopping']",3249.0,0.865097588978186
1981,3,2,3,3,single_family,42689.0,2878.0,560000.0,Raleigh,North Carolina,"['central_air', 'community_outdoor_space', 'fireplace', 'hardwood_floors', 'laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'modern_kitchen', 'large_kitchen', 'no_hoa']",45567.0,0.06741783597648106
1996,2,2,4,3,single_family,14375.0,1952.0,415000.0,Raleigh,North Carolina,"['central_air', 'city_view', 'community_tennis_court', 'cul_de_sac', 'family_room', 'fireplace', 'forced_air', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'vaulted_ceiling', 'big_bathroom']",16327.0,0.13579130434782608
2014,2,2,5,3,single_family,6970.0,3240.0,641450.0,Raleigh,North Carolina,"['city_view', 'community_outdoor_space', 'community_security_features', 'community_tennis_court', 'corner_lot', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'washer_dryer', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'floor_plan', 'master_suite', 'shopping']",10210.0,0.4648493543758967
2000,0,2,3,3,single_family,5227.0,1543.0,383000.0,Raleigh,North Carolina,"['central_air', 'city_view', 'community_clubhouse', 'community_outdoor_space', 'community_security_features', 'community_tennis_court', 'corner_lot', 'dining_room', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'modern_kitchen', 'large_kitchen', 'private_backyard', 'master_suite', 'new_roof', 'clubhouse', 'playground', 'tennis', 'trails']",6770.0,0.2951980103309738
2005,1,1,2,2,condos,0.0,1625.0,525000.0,Raleigh,North Carolina,"['central_air', 'city_view', 'community_gym', 'community_security_features', 'dining_room', 'dishwasher', 'laundry_room', 'recreation_facilities', 'view', 'single_story', 'garage_1_or_more', 'high_ceiling', 'open_floor_plan', 'floor_plan', 'ensuite']",1625.0,0.3272722368594926
2018,3,2,4,4,single_family,51401.0,2734.0,750000.0,Raleigh,North Carolina,"['central_air', 'community_outdoor_space', 'fireplace', 'hardwood_floors', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'no_hoa']",54135.0,0.0531896266609599
2005,0,3,3,3,condos,0.0,1630.0,270000.0,Raleigh,North Carolina,"['city_view', 'dining_room', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'updated_kitchen', 'cathedral_ceiling', 'trails', 'shopping']",1630.0,0.3272722368594926
2003,3,2,4,5,single_family,71003.0,4443.0,1150000.0,Raleigh,North Carolina,"['central_air', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'wooded_land', 'big_lot']",75446.0,0.06257482078222047
2022,2,1,3,2,single_family,29185.0,1578.0,425000.0,Raleigh,North Carolina,"['central_air', 'community_outdoor_space', 'cul_de_sac', 'dishwasher', 'forced_air', 'laundry_room', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'open_floor_plan', 'floor_plan', 'big_lot', 'farm', 'ranch', 'maintenance', 'shopping']",30763.0,0.05406887099537434
2004,2,2,5,6,single_family,10454.0,4364.0,874900.0,Raleigh,North Carolina,"['central_air', 'city_view', 'community_clubhouse', 'community_outdoor_space', 'community_security_features', 'community_tennis_court', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'spa_or_hot_tub', 'tennis_court', 'view', 'washer_dryer', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'granite_kitchen', 'modern_kitchen', 'large_kitchen', 'gourmet_kitchen', 'fenced_yard', 'coffer_ceiling', 'wrap_around_porch', 'playground', 'tennis']",14818.0,0.4174478668452267
2019,0,1,3,2,single_family,5227.0,1246.0,290000.0,Raleigh,North Carolina,"['central_air', 'city_view', 'view', 'single_story', 'fenced_yard']",6473.0,0.23837765448632103
1984,0,2,2,2,townhomes,3920.0,1058.0,238000.0,Raleigh,North Carolina,"['central_air', 'city_view', 'community_outdoor_space', 'fireplace', 'forced_air', 'view', 'two_or_more_stories', 'no_hoa', 'shopping']",4978.0,0.2698979591836735
2008,1,2,3,3,townhomes,1307.0,1652.0,390000.0,Raleigh,North Carolina,"['central_air', 'city_view', 'community_clubhouse', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'washer_dryer', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'open_floor_plan', 'floor_plan', 'front_porch', 'pond', 'smart_homes', 'clubhouse', 'views', 'maintenance', 'shopping']",2959.0,1.263963274674828
1947,0,1,2,1,single_family,6970.0,676.0,487000.0,Raleigh,North Carolina,"['city_view', 'hardwood_floors', 'view', 'single_story', 'big_lot', 'park']",7646.0,0.096987087517934
1961,0,0,0,0,single_family,0.0,0.0,690000.0,Raleigh,North Carolina,"['city_view', 'hardwood_floors', 'view', 'big_lot', 'lake', 'shopping']",0.0,0.3272722368594926
1990,0,2,3,3,single_family,37026.0,1617.0,400000.0,Raleigh,North Carolina,"['central_air', 'community_outdoor_space', 'dining_room', 'dishwasher', 'fireplace', 'forced_air', 'laundry_room', 'two_or_more_stories', 'open_floor_plan', 'floor_plan', 'big_lot', 'new_roof', 'shopping']",38643.0,0.04367201426024955
2008,1,3,3,4,townhomes,2614.0,2496.0,725000.0,Raleigh,North Carolina,"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'hardwood_floors', 'laundry_room', 'view', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'granite_kitchen', 'modern_kitchen', 'large_kitchen', 'ensuite', 'groundscare', 'shopping']",5110.0,0.954858454475899
1982,0,2,3,3,single_family,10890.0,1657.0,375000.0,Raleigh,North Carolina,"['city_view', 'community_outdoor_space', 'cul_de_sac', 'dishwasher', 'fireplace', 'hardwood_floors', 'laundry_room', 'view', 'washer_dryer', 'swimming_pool', 'two_or_more_stories', 'no_hoa']",12547.0,0.15215794306703398
1980,0,1,1,1,single_family,7841.0,748.0,310000.0,Raleigh,North Carolina,"['central_air', 'city_view', 'forced_air', 'view', 'single_story', 'master_bedroom', 'big_lot', 'shopping']",8589.0,0.09539599540874888
1967,1,2,4,3,single_family,11761.0,1973.0,399000.0,Raleigh,North Carolina,"['central_air', 'city_view', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'view', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'big_yard', 'fenced_yard', 'big_bathroom', 'library', 'community_center', 'soccer', 'shopping']",13734.0,0.16775784372077204
1997,2,2,3,3,single_family,8712.0,2057.0,437000.0,Raleigh,North Carolina,"['central_air', 'city_view', 'community_outdoor_space', 'community_tennis_court', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'tennis']",10769.0,0.2361111111111111
2008,3,2,4,4,single_family,28750.0,5743.0,1862500.0,Raleigh,North Carolina,"['central_air', 'city_view', 'community_golf', 'community_outdoor_space', 'community_tennis_court', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'golf_course_lot_or_frontage', 'golf_course_view', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'granite_kitchen', 'gourmet_kitchen', 'golf_course', 'views']",34493.0,0.19975652173913044
2006,1,2,3,3,single_family,8276.0,2079.0,356000.0,Raleigh,North Carolina,"['central_air', 'community_outdoor_space', 'dishwasher', 'fireplace', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'granite_kitchen']",10355.0,0.2512083131947801
2002,2,1,3,3,condos,0.0,2105.0,650000.0,Raleigh,North Carolina,"['central_air', 'central_heat', 'city_view', 'community_outdoor_space', 'community_security_features', 'dining_room', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_bathroom', 'floor_plan', 'elevator', 'views', 'hoa', 'groundscare', 'medicalcare', 'shopping']",2105.0,0.3272722368594926
2005,0,0,3,3,single_family,0.0,1723.0,350000.0,Raleigh,North Carolina,"['central_air', 'city_view', 'dishwasher', 'recreation_facilities', 'view', 'community_swimming_pool', 'garage_1_or_more', 'private_backyard', 'vaulted_ceiling', 'open_floor_plan', 'floor_plan', 'new_roof', 'park', 'shopping']",1723.0,0.3272722368594926
2006,2,2,3,3,townhomes,2614.0,2217.0,440000.0,Raleigh,North Carolina,"['central_air', 'city_view', 'community_clubhouse', 'community_outdoor_space', 'community_tennis_court', 'corner_lot', 'cul_de_sac', 'dining_room', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'washer_dryer', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'front_porch', 'clubhouse', 'park', 'playground', 'tennis', 'volleyball', 'trails', 'medicalcare', 'shopping']",4831.0,0.8481254781943381
1987,0,1,3,2,single_family,31363.0,1539.0,335000.0,Raleigh,North Carolina,"['central_air', 'community_outdoor_space', 'dishwasher', 'laundry_room', 'washer_dryer', 'single_story', 'private_backyard', 'front_porch', 'farm', 'ranch']",32902.0,0.049070560851959315
1842,0,3,0,3,multi_family,15246.0,3768.0,575000.0,Concord,New Hampshire,"['community_outdoor_space', 'dining_room', 'fireplace', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'modern_kitchen', 'large_kitchen', 'beautiful_backyard', 'large_porch']",19014.0,0.24714679260133807
1850,0,0,3,1,single_family,8712.0,1354.0,339000.0,Concord,New Hampshire,"['corner_lot', 'dining_room', 'dishwasher', 'forced_air', 'laundry_room', 'granite_kitchen', 'updated_kitchen', 'modern_kitchen', 'open_kitchen', 'rental_property', 'new_roof']",10066.0,0.1554178145087236
1900,5,0,3,2,single_family,6534.0,1653.0,412000.0,Concord,New Hampshire,"['dishwasher', 'recreation_facilities', 'washer_dryer', 'basement', 'garage_1_or_more', 'two_or_more_stories', 'big_lot']",8187.0,0.2529843893480257
1985,0,2,3,2,townhomes,4686.0,1064.0,154900.0,Dover,Delaware,"['central_air', 'two_or_more_stories', 'new_roof']",5750.0,0.22705932565087494
1985,0,2,3,2,townhomes,2700.0,1064.0,154000.0,Dover,Delaware,"['central_air', 'forced_air', 'two_or_more_stories', 'updated_kitchen', 'master_bedroom', 'first_floor_master_bedroom']",3764.0,0.3940740740740741
